Invoice ID,Date,City,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Payment,Rating,Total,Tax
INV-0241,2023-08-29,Bangalore,C,Member,Female,Electronic accessories,38.37,3,Cash,5.8,115.11,5.76
INV-0242,2023-08-30,Delhi,C,Normal,Female,Food and beverages,90.36,6,Credit card,4.9,542.16,27.11
INV-0243,2023-08-31,Mumbai,A,Member,Male,Sports and travel,62.01,2,Cash,2.0,124.02,6.2
INV-0244,2023-09-01,Delhi,B,Normal,Female,Electronic accessories,26.56,3,Cash,9.3,79.68,3.98
INV-0245,2023-09-02,Bangalore,A,Member,Male,Home and lifestyle,80.91,6,Ewallet,5.7,485.46,24.27
INV-0246,2023-09-03,Delhi,A,Normal,Female,Sports and travel,65.08,4,Cash,2.8,260.32,13.02
INV-0247,2023-09-04,Bangalore,C,Normal,Female,Electronic accessories,14.85,4,Credit card,3.4,59.4,2.97
INV-0248,2023-09-05,Mumbai,A,Normal,Female,Sports and travel,47.82,4,Ewallet,3.3,191.28,9.56
INV-0249,2023-09-06,Mumbai,C,Normal,Female,Home and lifestyle,71.12,3,Cash,9.4,213.36,10.67
INV-0250,2023-09-07,Bangalore,A,Member,Female,Food and beverages,92.67,9,Cash,3.2,834.03,41.7
INV-0251,2023-09-08,Mumbai,A,Member,Male,Electronic accessories,10.04,2,Credit card,3.1,20.08,1.0
INV-0252,2023-09-09,Mumbai,A,Normal,Male,Fashion accessories,97.91,7,Cash,9.7,685.37,34.27
INV-0253,2023-09-10,Mumbai,A,Normal,Female,Sports and travel,43.89,5,Ewallet,3.5,219.45,10.97
INV-0254,2023-09-11,Bangalore,C,Member,Female,Home and lifestyle,97.64,4,Cash,3.0,390.56,19.53
INV-0255,2023-09-12,Mumbai,A,Normal,Female,Fashion accessories,64.42,5,Cash,8.9,322.1,16.1
INV-0256,2023-09-13,Bangalore,C,Member,Female,Sports and travel,84.6,9,Ewallet,4.6,761.4,38.07
INV-0257,2023-09-14,Mumbai,C,Normal,Male,Food and beverages,61.72,4,Cash,2.8,246.88,12.34
INV-0258,2023-09-15,Delhi,C,Normal,Female,Sports and travel,66.53,9,Ewallet,4.7,598.77,29.94
INV-0259,2023-09-16,Bangalore,C,Member,Male,Sports and travel,35.7,8,Ewallet,2.0,285.6,14.28
INV-0260,2023-09-17,Mumbai,A,Member,Female,Home and lifestyle,62.82,2,Ewallet,7.0,125.64,6.28
INV-0261,2023-09-18,Mumbai,C,Normal,Female,Home and lifestyle,77.5,4,Credit card,7.7,310.0,15.5
INV-0262,2023-09-19,Bangalore,B,Normal,Female,Home and lifestyle,87.25,5,Credit card,2.1,436.25,21.81
INV-0263,2023-09-20,Bangalore,B,Member,Male,Food and beverages,77.96,1,Cash,2.6,77.96,3.9
INV-0264,2023-09-21,Delhi,B,Member,Male,Sports and travel,72.83,3,Ewallet,9.6,218.49,10.92
INV-0265,2023-09-22,Mumbai,C,Member,Female,Sports and travel,87.8,4,Credit card,3.6,351.2,17.56
INV-0266,2023-09-23,Delhi,A,Member,Female,Sports and travel,39.04,5,Cash,4.3,195.2,9.76
INV-0267,2023-09-24,Delhi,B,Member,Male,Electronic accessories,70.37,3,Ewallet,2.1,211.11,10.56
INV-0268,2023-09-25,Bangalore,B,Normal,Male,Electronic accessories,50.58,1,Cash,6.7,50.58,2.53
INV-0269,2023-09-26,Bangalore,A,Normal,Female,Sports and travel,44.39,6,Credit card,2.1,266.34,13.32
INV-0270,2023-09-27,Bangalore,A,Member,Female,Fashion accessories,46.97,9,Credit card,1.2,422.73,21.14
INV-0271,2023-09-28,Mumbai,B,Normal,Female,Home and lifestyle,46.13,8,Cash,4.9,369.04,18.45
INV-0272,2023-09-29,Delhi,A,Normal,Female,Sports and travel,38.56,9,Credit card,1.8,347.04,17.35
INV-0273,2023-09-30,Delhi,B,Member,Female,Food and beverages,65.97,9,Credit card,6.4,593.73,29.69
INV-0274,2023-10-01,Delhi,B,Member,Male,Home and lifestyle,48.72,5,Ewallet,5.9,243.6,12.18
INV-0275,2023-10-02,Bangalore,A,Member,Female,Health and Beauty,97.64,7,Cash,7.5,683.48,34.17
INV-0276,2023-10-03,Bangalore,A,Normal,Male,Sports and travel,71.0,4,Cash,9.7,284.0,14.2
INV-0277,2023-10-04,Bangalore,A,Normal,Male,Health and Beauty,27.87,5,Cash,9.6,139.35,6.97
INV-0278,2023-10-05,Bangalore,C,Normal,Female,Home and lifestyle,48.4,6,Ewallet,1.2,290.4,14.52
INV-0279,2023-10-06,Mumbai,A,Member,Female,Food and beverages,40.9,2,Credit card,6.2,81.8,4.09
INV-0280,2023-10-07,Delhi,A,Member,Female,Home and lifestyle,81.79,5,Credit card,9.7,408.95,20.45
INV-0281,2023-10-08,Bangalore,C,Member,Female,Health and Beauty,89.2,6,Credit card,6.0,535.2,26.76
INV-0282,2023-10-09,Mumbai,B,Normal,Female,Fashion accessories,91.35,3,Credit card,5.1,274.05,13.7
INV-0283,2023-10-10,Mumbai,C,Member,Male,Electronic accessories,69.64,5,Ewallet,4.0,348.2,17.41
INV-0284,2023-10-11,Mumbai,C,Member,Female,Health and Beauty,34.32,1,Cash,7.1,34.32,1.72
INV-0285,2023-10-12,Bangalore,A,Member,Female,Home and lifestyle,32.71,9,Cash,9.2,294.39,14.72
INV-0286,2023-10-13,Delhi,B,Normal,Male,Food and beverages,86.94,4,Credit card,4.2,347.76,17.39
INV-0287,2023-10-14,Mumbai,B,Member,Female,Fashion accessories,57.49,8,Cash,9.9,459.92,23.0
INV-0288,2023-10-15,Bangalore,B,Normal,Male,Sports and travel,82.19,1,Cash,3.6,82.19,4.11
INV-0289,2023-10-16,Bangalore,C,Member,Female,Fashion accessories,61.52,4,Credit card,3.2,246.08,12.3
INV-0290,2023-10-17,Bangalore,C,Member,Female,Health and Beauty,75.98,6,Credit card,4.7,455.88,22.79
INV-0291,2023-10-18,Bangalore,A,Normal,Female,Fashion accessories,56.71,6,Ewallet,2.8,340.26,17.01
INV-0292,2023-10-19,Mumbai,A,Normal,Female,Sports and travel,79.38,9,Credit card,8.6,714.42,35.72
INV-0293,2023-10-20,Delhi,C,Normal,Female,Electronic accessories,61.2,3,Ewallet,4.6,183.6,9.18
INV-0294,2023-10-21,Mumbai,C,Member,Female,Home and lifestyle,51.91,2,Cash,6.2,103.82,5.19
INV-0295,2023-10-22,Mumbai,A,Member,Female,Health and Beauty,40.84,4,Cash,9.8,163.36,8.17
INV-0296,2023-10-23,Delhi,C,Normal,Male,Home and lifestyle,16.14,2,Ewallet,2.6,32.28,1.61
INV-0297,2023-10-24,Bangalore,A,Normal,Female,Food and beverages,44.01,3,Credit card,7.5,132.03,6.6
INV-0298,2023-10-25,Delhi,B,Member,Male,Home and lifestyle,17.17,9,Cash,7.5,154.53,7.73
INV-0299,2023-10-26,Bangalore,B,Member,Female,Food and beverages,98.45,1,Cash,4.9,98.45,4.92
INV-0300,2023-10-27,Mumbai,B,Member,Female,Electronic accessories,26.35,2,Ewallet,2.4,52.7,2.64
INV-0301,2023-10-28,Bangalore,C,Member,Male,Health and Beauty,83.07,1,Ewallet,3.0,83.07,4.15
INV-0302,2023-10-29,Bangalore,C,Normal,Male,Electronic accessories,88.75,4,Ewallet,3.9,355.0,17.75
INV-0303,2023-10-30,Bangalore,A,Member,Female,Fashion accessories,71.96,2,Cash,9.7,143.92,7.2
INV-0304,2023-10-31,Mumbai,C,Normal,Male,Sports and travel,61.25,1,Cash,9.6,61.25,3.06
INV-0305,2023-11-01,Bangalore,A,Normal,Male,Electronic accessories,24.49,7,Cash,1.2,171.43,8.57
INV-0306,2023-11-02,Mumbai,A,Member,Female,Food and beverages,52.02,4,Ewallet,7.2,208.08,10.4
INV-0307,2023-11-03,Mumbai,C,Normal,Male,Fashion accessories,41.07,6,Credit card,6.2,246.42,12.32
INV-0308,2023-11-04,Bangalore,C,Normal,Male,Electronic accessories,30.25,6,Cash,4.3,181.5,9.08
INV-0309,2023-11-05,Mumbai,B,Member,Male,Health and Beauty,63.33,2,Cash,5.9,126.66,6.33
INV-0310,2023-11-06,Delhi,A,Member,Male,Health and Beauty,38.1,5,Ewallet,9.7,190.5,9.52
INV-0311,2023-11-07,Mumbai,B,Normal,Male,Electronic accessories,92.47,5,Credit card,6.8,462.35,23.12
INV-0312,2023-11-08,Mumbai,C,Normal,Male,Health and Beauty,91.87,1,Ewallet,4.2,91.87,4.59
INV-0313,2023-11-09,Delhi,C,Normal,Female,Food and beverages,33.14,8,Credit card,6.5,265.12,13.26
INV-0314,2023-11-10,Mumbai,A,Member,Female,Home and lifestyle,19.98,8,Cash,8.3,159.84,7.99
INV-0315,2023-11-11,Bangalore,A,Normal,Male,Health and Beauty,27.37,6,Credit card,1.7,164.22,8.21
INV-0316,2023-11-12,Bangalore,B,Member,Female,Electronic accessories,54.96,5,Cash,6.7,274.8,13.74
INV-0317,2023-11-13,Bangalore,B,Member,Male,Fashion accessories,75.57,4,Credit card,6.8,302.28,15.11
INV-0318,2023-11-14,Mumbai,A,Member,Female,Food and beverages,28.74,8,Cash,3.2,229.92,11.5
INV-0319,2023-11-15,Delhi,C,Member,Male,Health and Beauty,32.32,6,Credit card,2.3,193.92,9.7
INV-0320,2023-11-16,Mumbai,B,Normal,Male,Sports and travel,86.65,1,Cash,8.7,86.65,4.33
INV-0321,2023-11-17,Mumbai,A,Normal,Female,Electronic accessories,47.43,8,Cash,7.0,379.44,18.97
INV-0322,2023-11-18,Delhi,C,Member,Female,Electronic accessories,65.5,1,Ewallet,1.7,65.5,3.28
INV-0323,2023-11-19,Delhi,C,Member,Female,Fashion accessories,31.03,9,Credit card,4.1,279.27,13.96
INV-0324,2023-11-20,Bangalore,A,Normal,Female,Sports and travel,19.18,8,Ewallet,8.7,153.44,7.67
INV-0325,2023-11-21,Delhi,B,Normal,Male,Home and lifestyle,56.43,8,Credit card,4.2,451.44,22.57
INV-0326,2023-11-22,Mumbai,C,Member,Male,Home and lifestyle,52.94,5,Credit card,2.9,264.7,13.24
INV-0327,2023-11-23,Mumbai,A,Normal,Female,Electronic accessories,23.74,2,Ewallet,4.4,47.48,2.37
INV-0328,2023-11-24,Delhi,A,Normal,Female,Home and lifestyle,65.96,6,Cash,3.1,395.76,19.79
INV-0329,2023-11-25,Mumbai,A,Normal,Female,Electronic accessories,58.96,1,Ewallet,5.6,58.96,2.95
INV-0330,2023-11-26,Delhi,B,Member,Female,Electronic accessories,68.87,3,Ewallet,6.0,206.61,10.33
INV-0331,2023-11-27,Mumbai,B,Normal,Female,Electronic accessories,23.01,4,Ewallet,8.5,92.04,4.6
INV-0332,2023-11-28,Mumbai,B,Normal,Male,Health and Beauty,77.64,8,Ewallet,3.5,621.12,31.06
INV-0333,2023-11-29,Mumbai,A,Member,Male,Sports and travel,29.98,8,Cash,4.9,239.84,11.99
INV-0334,2023-11-30,Delhi,C,Member,Male,Electronic accessories,56.74,8,Credit card,9.8,453.92,22.7
INV-0335,2023-12-01,Delhi,B,Member,Male,Electronic accessories,80.68,1,Credit card,5.5,80.68,4.03
INV-0336,2023-12-02,Delhi,B,Normal,Female,Electronic accessories,12.01,3,Cash,7.7,36.03,1.8
INV-0337,2023-12-03,Bangalore,C,Normal,Female,Fashion accessories,39.19,6,Credit card,1.5,235.14,11.76
INV-0338,2023-12-04,Delhi,A,Normal,Male,Fashion accessories,88.56,7,Credit card,2.0,619.92,31.0
INV-0339,2023-12-05,Delhi,C,Member,Male,Electronic accessories,86.02,3,Cash,8.3,258.06,12.9
INV-0340,2023-12-06,Mumbai,B,Member,Female,Sports and travel,58.46,4,Cash,8.1,233.84,11.69
INV-0341,2023-12-07,Mumbai,A,Member,Female,Fashion accessories,87.99,9,Ewallet,5.0,791.91,39.6
INV-0342,2023-12-08,Delhi,A,Normal,Female,Fashion accessories,95.48,6,Ewallet,9.6,572.88,28.64
INV-0343,2023-12-09,Bangalore,B,Normal,Female,Electronic accessories,84.38,2,Credit card,9.4,168.76,8.44
INV-0344,2023-12-10,Bangalore,C,Normal,Male,Health and Beauty,86.87,3,Credit card,4.9,260.61,13.03
INV-0345,2023-12-11,Delhi,B,Normal,Male,Health and Beauty,18.89,7,Ewallet,1.8,132.23,6.61
INV-0346,2023-12-12,Delhi,B,Normal,Male,Electronic accessories,68.62,6,Ewallet,9.1,411.72,20.59
INV-0347,2023-12-13,Mumbai,A,Normal,Male,Sports and travel,73.32,6,Credit card,3.8,439.92,22.0
INV-0348,2023-12-14,Mumbai,B,Normal,Male,Home and lifestyle,64.92,7,Ewallet,2.9,454.44,22.72
INV-0349,2023-12-15,Mumbai,A,Normal,Male,Sports and travel,81.97,9,Credit card,3.6,737.73,36.89
INV-0350,2023-12-16,Delhi,B,Member,Female,Food and beverages,13.11,3,Cash,7.1,39.33,1.97
INV-0351,2023-12-17,Mumbai,C,Normal,Male,Fashion accessories,79.32,8,Ewallet,7.8,634.56,31.73
INV-0352,2023-12-18,Bangalore,B,Normal,Male,Fashion accessories,75.86,3,Credit card,4.5,227.58,11.38
INV-0353,2023-12-19,Mumbai,B,Member,Male,Health and Beauty,33.37,7,Credit card,2.9,233.59,11.68
INV-0354,2023-12-20,Mumbai,B,Member,Female,Electronic accessories,33.14,5,Ewallet,4.9,165.7,8.28
INV-0355,2023-12-21,Delhi,C,Member,Male,Health and Beauty,66.91,2,Cash,4.3,133.82,6.69
INV-0356,2023-12-22,Bangalore,A,Member,Male,Sports and travel,41.08,8,Cash,9.4,328.64,16.43
INV-0357,2023-12-23,Bangalore,C,Normal,Female,Food and beverages,81.69,9,Ewallet,3.9,735.21,36.76
INV-0358,2023-12-24,Delhi,B,Member,Male,Food and beverages,50.15,8,Ewallet,3.2,401.2,20.06
INV-0359,2023-12-25,Bangalore,C,Member,Male,Food and beverages,80.45,5,Cash,6.8,402.25,20.11
INV-0360,2023-12-26,Bangalore,A,Member,Male,Home and lifestyle,99.14,8,Credit card,3.8,793.12,39.66
INV-0361,2023-12-27,Mumbai,A,Member,Male,Home and lifestyle,37.02,8,Ewallet,3.4,296.16,14.81
INV-0362,2023-12-28,Mumbai,B,Normal,Female,Electronic accessories,22.87,6,Credit card,7.1,137.22,6.86
INV-0363,2023-12-29,Bangalore,A,Normal,Female,Home and lifestyle,91.12,7,Credit card,7.5,637.84,31.89
INV-0364,2023-12-30,Mumbai,B,Normal,Female,Food and beverages,58.74,7,Cash,1.0,411.18,20.56
INV-0365,2023-12-31,Bangalore,B,Member,Male,Food and beverages,97.73,2,Cash,4.7,195.46,9.77
INV-0366,2024-01-01,Mumbai,C,Normal,Female,Electronic accessories,67.29,4,Ewallet,3.5,269.16,13.46
INV-0367,2024-01-02,Mumbai,C,Normal,Female,Electronic accessories,99.45,1,Credit card,5.3,99.45,4.97
INV-0368,2024-01-03,Bangalore,C,Normal,Female,Sports and travel,59.15,8,Cash,1.4,473.2,23.66
INV-0369,2024-01-04,Mumbai,A,Normal,Male,Health and Beauty,57.38,9,Credit card,5.3,516.42,25.82
INV-0370,2024-01-05,Mumbai,A,Normal,Male,Food and beverages,22.19,3,Cash,7.6,66.57,3.33
INV-0371,2024-01-06,Delhi,A,Normal,Male,Food and beverages,42.01,1,Ewallet,6.3,42.01,2.1
INV-0372,2024-01-07,Bangalore,C,Member,Male,Home and lifestyle,12.36,4,Credit card,1.5,49.44,2.47
INV-0373,2024-01-08,Bangalore,A,Normal,Male,Fashion accessories,24.44,5,Cash,1.8,122.2,6.11
INV-0374,2024-01-09,Delhi,A,Member,Male,Health and Beauty,77.11,8,Cash,7.4,616.88,30.84
INV-0375,2024-01-10,Delhi,A,Member,Female,Food and beverages,12.74,7,Credit card,8.5,89.18,4.46
INV-0376,2024-01-11,Delhi,B,Member,Male,Food and beverages,42.99,2,Credit card,1.5,85.98,4.3
INV-0377,2024-01-12,Delhi,C,Member,Male,Sports and travel,87.61,9,Credit card,4.8,788.49,39.42
INV-0378,2024-01-13,Bangalore,A,Member,Female,Electronic accessories,72.34,9,Ewallet,2.3,651.06,32.55
INV-0379,2024-01-14,Delhi,B,Normal,Female,Health and Beauty,72.18,1,Ewallet,5.2,72.18,3.61
INV-0380,2024-01-15,Bangalore,C,Normal,Female,Food and beverages,26.98,7,Credit card,4.0,188.86,9.44
INV-0381,2024-01-16,Bangalore,A,Normal,Female,Health and Beauty,49.77,1,Cash,8.4,49.77,2.49
INV-0382,2024-01-17,Delhi,A,Normal,Male,Sports and travel,62.34,8,Ewallet,8.3,498.72,24.94
INV-0383,2024-01-18,Delhi,C,Member,Male,Home and lifestyle,99.08,5,Credit card,6.2,495.4,24.77
INV-0384,2024-01-19,Bangalore,A,Normal,Male,Fashion accessories,28.35,7,Cash,7.7,198.45,9.92
INV-0385,2024-01-20,Bangalore,B,Member,Male,Health and Beauty,32.3,2,Ewallet,9.0,64.6,3.23
INV-0386,2024-01-21,Bangalore,A,Member,Male,Home and lifestyle,33.6,3,Credit card,8.5,100.8,5.04
INV-0387,2024-01-22,Delhi,C,Normal,Male,Fashion accessories,77.52,7,Ewallet,5.7,542.64,27.13
INV-0388,2024-01-23,Delhi,B,Normal,Male,Fashion accessories,51.13,4,Credit card,5.7,204.52,10.23
INV-0389,2024-01-24,Bangalore,A,Normal,Male,Food and beverages,15.12,3,Credit card,7.4,45.36,2.27
INV-0390,2024-01-25,Delhi,B,Member,Male,Electronic accessories,55.77,1,Cash,4.9,55.77,2.79
INV-0391,2024-01-26,Bangalore,A,Normal,Female,Fashion accessories,29.08,6,Ewallet,5.8,174.48,8.72
INV-0392,2024-01-27,Bangalore,C,Member,Female,Food and beverages,81.87,2,Cash,5.1,163.74,8.19
INV-0393,2024-01-28,Bangalore,A,Normal,Female,Health and Beauty,36.76,7,Ewallet,8.7,257.32,12.87
INV-0394,2024-01-29,Bangalore,A,Normal,Male,Fashion accessories,12.48,9,Credit card,8.6,112.32,5.62
INV-0395,2024-01-30,Mumbai,C,Member,Male,Electronic accessories,63.41,3,Ewallet,4.8,190.23,9.51
INV-0396,2024-01-31,Delhi,C,Normal,Female,Fashion accessories,85.95,7,Cash,4.8,601.65,30.08
INV-0397,2024-02-01,Delhi,A,Normal,Female,Sports and travel,44.29,7,Cash,1.0,310.03,15.5
INV-0398,2024-02-02,Mumbai,C,Member,Female,Health and Beauty,77.49,2,Credit card,1.2,154.98,7.75
INV-0399,2024-02-03,Mumbai,C,Member,Female,Electronic accessories,56.0,1,Ewallet,2.6,56.0,2.8
INV-0400,2024-02-04,Mumbai,C,Member,Female,Sports and travel,58.69,7,Cash,8.1,410.83,20.54
INV-0401,2024-02-05,Delhi,A,Normal,Female,Sports and travel,96.35,6,Cash,1.5,578.1,28.9
INV-0402,2024-02-06,Delhi,C,Normal,Male,Home and lifestyle,82.36,5,Ewallet,9.5,411.8,20.59
INV-0403,2024-02-07,Mumbai,A,Normal,Male,Health and Beauty,12.91,6,Credit card,5.8,77.46,3.87
INV-0404,2024-02-08,Mumbai,C,Member,Male,Home and lifestyle,73.84,9,Cash,2.2,664.56,33.23
INV-0405,2024-02-09,Bangalore,A,Normal,Female,Sports and travel,51.85,5,Ewallet,1.6,259.25,12.96
INV-0406,2024-02-10,Bangalore,B,Normal,Male,Food and beverages,95.28,7,Credit card,4.7,666.96,33.35
INV-0407,2024-02-11,Delhi,A,Member,Male,Electronic accessories,29.93,1,Cash,9.7,29.93,1.5
INV-0408,2024-02-12,Mumbai,B,Normal,Male,Health and Beauty,34.04,6,Credit card,3.5,204.24,10.21
INV-0409,2024-02-13,Delhi,C,Normal,Male,Fashion accessories,17.33,7,Cash,7.3,121.31,6.07
INV-0410,2024-02-14,Delhi,C,Member,Female,Sports and travel,48.58,8,Cash,6.7,388.64,19.43
INV-0411,2024-02-15,Mumbai,C,Member,Male,Food and beverages,19.81,6,Credit card,9.0,118.86,5.94
INV-0412,2024-02-16,Bangalore,A,Member,Female,Health and Beauty,67.04,1,Credit card,1.6,67.04,3.35
INV-0413,2024-02-17,Mumbai,A,Member,Female,Health and Beauty,82.27,5,Cash,6.0,411.35,20.57
INV-0414,2024-02-18,Bangalore,C,Member,Female,Food and beverages,72.71,1,Cash,7.1,72.71,3.64
INV-0415,2024-02-19,Bangalore,C,Member,Male,Sports and travel,78.96,7,Ewallet,9.7,552.72,27.64
INV-0416,2024-02-20,Bangalore,B,Member,Female,Health and Beauty,40.82,5,Ewallet,7.2,204.1,10.2
INV-0417,2024-02-21,Mumbai,B,Normal,Female,Home and lifestyle,86.13,5,Cash,1.5,430.65,21.53
INV-0418,2024-02-22,Bangalore,A,Normal,Male,Electronic accessories,48.59,1,Ewallet,10.0,48.59,2.43
INV-0419,2024-02-23,Bangalore,A,Member,Male,Electronic accessories,84.16,6,Credit card,9.0,504.96,25.25
INV-0420,2024-02-24,Mumbai,B,Normal,Female,Food and beverages,66.38,6,Ewallet,4.3,398.28,19.91
INV-0421,2024-02-25,Mumbai,B,Member,Female,Electronic accessories,22.91,2,Cash,4.8,45.82,2.29
INV-0422,2024-02-26,Delhi,A,Member,Male,Fashion accessories,17.05,1,Cash,2.7,17.05,0.85
INV-0423,2024-02-27,Delhi,C,Normal,Female,Food and beverages,11.65,6,Cash,3.0,69.9,3.5
INV-0424,2024-02-28,Bangalore,A,Normal,Male,Fashion accessories,16.01,6,Ewallet,5.8,96.06,4.8
INV-0425,2024-02-29,Mumbai,C,Normal,Male,Home and lifestyle,51.27,6,Ewallet,6.1,307.62,15.38
INV-0426,2024-03-01,Delhi,A,Member,Male,Home and lifestyle,20.2,1,Cash,6.2,20.2,1.01
INV-0427,2024-03-02,Mumbai,A,Normal,Female,Home and lifestyle,12.5,7,Credit card,5.9,87.5,4.38
INV-0428,2024-03-03,Delhi,C,Member,Female,Electronic accessories,77.94,1,Credit card,7.0,77.94,3.9
INV-0429,2024-03-04,Delhi,C,Normal,Male,Health and Beauty,45.54,2,Cash,4.4,91.08,4.55
INV-0430,2024-03-05,Mumbai,C,Normal,Male,Sports and travel,77.22,4,Credit card,9.8,308.88,15.44
INV-0431,2024-03-06,Delhi,A,Normal,Female,Food and beverages,50.72,8,Ewallet,3.2,405.76,20.29
INV-0432,2024-03-07,Bangalore,C,Normal,Female,Electronic accessories,50.51,7,Credit card,8.3,353.57,17.68
INV-0433,2024-03-08,Bangalore,A,Member,Female,Health and Beauty,53.03,1,Cash,4.0,53.03,2.65
INV-0434,2024-03-09,Bangalore,A,Normal,Female,Fashion accessories,52.66,7,Credit card,2.9,368.62,18.43
INV-0435,2024-03-10,Delhi,B,Member,Male,Sports and travel,82.28,6,Credit card,9.7,493.68,24.68
INV-0436,2024-03-11,Delhi,A,Member,Male,Home and lifestyle,46.22,2,Credit card,3.3,92.44,4.62
INV-0437,2024-03-12,Mumbai,B,Normal,Male,Sports and travel,91.42,8,Cash,9.8,731.36,36.57
INV-0438,2024-03-13,Bangalore,C,Normal,Male,Sports and travel,13.34,5,Ewallet,5.3,66.7,3.34
INV-0439,2024-03-14,Mumbai,C,Member,Female,Fashion accessories,79.65,8,Cash,1.2,637.2,31.86
INV-0440,2024-03-15,Delhi,B,Member,Female,Home and lifestyle,21.31,7,Cash,4.8,149.17,7.46
INV-0441,2024-03-16,Delhi,B,Normal,Female,Food and beverages,65.67,3,Ewallet,7.7,197.01,9.85
INV-0442,2024-03-17,Bangalore,A,Member,Male,Home and lifestyle,10.93,1,Ewallet,2.6,10.93,0.55
INV-0443,2024-03-18,Delhi,C,Member,Female,Sports and travel,58.48,6,Ewallet,4.1,350.88,17.54
INV-0444,2024-03-19,Delhi,C,Member,Male,Food and beverages,10.27,5,Cash,8.6,51.35,2.57
INV-0445,2024-03-20,Mumbai,A,Normal,Female,Home and lifestyle,95.61,9,Cash,7.0,860.49,43.02
INV-0446,2024-03-21,Bangalore,C,Member,Male,Home and lifestyle,91.49,3,Credit card,5.7,274.47,13.72
INV-0447,2024-03-22,Bangalore,A,Normal,Male,Food and beverages,81.64,7,Ewallet,6.5,571.48,28.57
INV-0448,2024-03-23,Bangalore,B,Normal,Male,Home and lifestyle,92.37,9,Credit card,8.0,831.33,41.57
INV-0449,2024-03-24,Bangalore,B,Normal,Male,Electronic accessories,23.1,2,Ewallet,9.6,46.2,2.31
INV-0450,2024-03-25,Delhi,C,Normal,Male,Home and lifestyle,24.2,9,Credit card,9.2,217.8,10.89
INV-0451,2024-03-26,Mumbai,B,Normal,Female,Food and beverages,26.89,4,Cash,2.5,107.56,5.38
INV-0452,2024-03-27,Bangalore,C,Normal,Female,Health and Beauty,66.02,8,Ewallet,9.8,528.16,26.41
INV-0453,2024-03-28,Mumbai,B,Normal,Female,Fashion accessories,91.52,7,Ewallet,8.7,640.64,32.03
INV-0454,2024-03-29,Mumbai,C,Member,Female,Electronic accessories,99.1,6,Ewallet,7.0,594.6,29.73
INV-0455,2024-03-30,Bangalore,B,Normal,Female,Food and beverages,74.0,7,Cash,7.2,518.0,25.9
INV-0456,2024-03-31,Delhi,C,Member,Male,Food and beverages,75.86,1,Cash,10.0,75.86,3.79
INV-0457,2024-04-01,Delhi,A,Normal,Female,Health and Beauty,91.84,3,Credit card,2.7,275.52,13.78
INV-0458,2024-04-02,Bangalore,B,Member,Male,Electronic accessories,46.08,2,Cash,1.5,92.16,4.61
INV-0459,2024-04-03,Mumbai,A,Normal,Female,Fashion accessories,32.49,7,Cash,6.7,227.43,11.37
INV-0460,2024-04-04,Bangalore,B,Member,Female,Health and Beauty,25.61,5,Cash,9.5,128.05,6.4
INV-0461,2024-04-05,Delhi,C,Member,Male,Health and Beauty,20.75,7,Cash,8.9,145.25,7.26
INV-0462,2024-04-06,Bangalore,C,Member,Female,Home and lifestyle,83.13,4,Ewallet,3.3,332.52,16.63
INV-0463,2024-04-07,Delhi,A,Member,Male,Fashion accessories,23.21,7,Credit card,9.6,162.47,8.12
INV-0464,2024-04-08,Bangalore,C,Member,Female,Fashion accessories,33.79,1,Cash,1.2,33.79,1.69
INV-0465,2024-04-09,Mumbai,B,Member,Female,Health and Beauty,83.72,3,Cash,8.3,251.16,12.56
INV-0466,2024-04-10,Mumbai,C,Normal,Male,Fashion accessories,37.95,3,Credit card,2.6,113.85,5.69
INV-0467,2024-04-11,Delhi,B,Normal,Male,Home and lifestyle,98.42,8,Credit card,1.9,787.36,39.37
INV-0468,2024-04-12,Bangalore,A,Normal,Male,Electronic accessories,34.0,5,Cash,2.6,170.0,8.5
INV-0469,2024-04-13,Delhi,C,Member,Male,Food and beverages,58.03,2,Credit card,6.4,116.06,5.8
INV-0470,2024-04-14,Delhi,C,Normal,Male,Health and Beauty,38.3,3,Ewallet,8.7,114.9,5.75
INV-0471,2024-04-15,Delhi,B,Normal,Female,Electronic accessories,91.97,7,Credit card,2.6,643.79,32.19
INV-0472,2024-04-16,Mumbai,A,Member,Male,Sports and travel,42.99,3,Cash,8.5,128.97,6.45
INV-0473,2024-04-17,Delhi,C,Normal,Male,Food and beverages,49.02,1,Ewallet,4.0,49.02,2.45
INV-0474,2024-04-18,Bangalore,A,Member,Male,Health and Beauty,56.11,8,Cash,6.5,448.88,22.44
INV-0475,2024-04-19,Mumbai,B,Member,Female,Sports and travel,94.5,6,Cash,8.7,567.0,28.35
INV-0476,2024-04-20,Mumbai,C,Member,Female,Food and beverages,12.79,9,Ewallet,3.1,115.11,5.76
INV-0477,2024-04-21,Delhi,A,Normal,Female,Sports and travel,74.52,5,Ewallet,8.3,372.6,18.63
INV-0478,2024-04-22,Bangalore,A,Normal,Female,Food and beverages,90.19,2,Ewallet,7.4,180.38,9.02
INV-0479,2024-04-23,Bangalore,C,Member,Male,Home and lifestyle,12.46,3,Cash,4.4,37.38,1.87
INV-0480,2024-04-24,Delhi,B,Member,Male,Home and lifestyle,56.98,9,Cash,9.3,512.82,25.64
